0,1
我冇同佢講真話，因為我驚佢會嬲。,我沒跟他說真話，因爲我怕他會生氣。
我淨係得一個心願。,我只有一個心願。
呢係一匹公馬定係母馬？,那是一匹公馬還是母馬？
「你幾點鐘起身㗎？」「我八點鐘起身。」,“你幾點鐘起的牀？” “我八點起的。”
咪大個呀，伏嚟㗎。,別長大， 是陷阱。
唔好驚！,別怕！
我聽唔到你喺度講咩。,我聽不到你在說甚麼。
我唔明。,我不懂。
佢條裙同埋對鞋啲色好襯。,她裙子和鞋子的顏色很配。
你返屋企嗰陣順便嚟探吓我吖。,你回家途中順道來看看我吧。
一提到愛因斯坦，我哋就會諗起相對論。,一提到愛因斯坦，我們就會想起相對論。
京都有好多神社。,京都有許多神社。
你有冇訂緊雜誌？,你有訂閱任何雜誌嗎？
留喺屋企好無聊。,呆在家裏很無聊。
我俾你決定啦。,我讓你來決定。
我好似做咗電燈膽喇，都係走先。,好像我成電燈泡了。我該走了。
將呢本書俾想要嘅人。,把這本書給想要的人。
我忘咗邊個話嚟㗎。,我忘記了這是誰說的。
佢講話有自己嘅風格。,她說話有自己的風格。
我唔食雞皮。,我喫不下雞皮。
Tom唔知道碳同埋煤嘅唔同。,Tom不知道碳和煤的差別。
你一定要理解，呢個問題有幾多大。,您應當理解，這個問題有多嚴重。
點解屋企出邊最近有咁多黃螞螞嘅？係咪喺附近有佢哋嘅竇喎？,為什麼家裡出邊最近有那麼多紅蟻的？是不是在附近有他們的竇喔？
Shh！唔好出聲……我哋依家搞緊窉窉，要搞嘅話快啲搵個地方匿埋一邊喇。,Shh！不要出聲……我們現在捉迷藏，要搞的話快點找一個地方躲藏一邊了。
嘩！前面開咗間新麵包鋪喎，新屎坑真係特別嘞賈嘅喎！,嘩！前面開了間新麵包鋪了，新茅坑真的特別了賈的！
佢哋冇放棄喇。,他們並沒有放棄。
我要去銀行嚹。,我要去銀行了。
你知唔知佢哋係邊個？,你知不知道他們是誰?
呢條規則唔係幾時都啱用㗎。,這條規則不是甚麼時候都適用的。
我都聽過個類似嘅故仔。,我也聽過一個類似的故事。
你想搵咩方面嘅工？,你想找哪個方面的工作？
他犯咗兩次相同嘅錯誤。,他犯了兩次相同的錯誤。
我姓王。,我姓王。
我已經三天沒睏覺了，瞌𥅻死脫了！,我已經三天沒睡覺了，真是睏死了！
活到老，學到老。,活到老，學到老。
印度尋日大地震。,印度昨天發生了一場大地震。
世界上有超過八十萬人講巴斯克文。,世界上有超過八十萬的巴斯克語使用者。
世界上有超過八十萬人講巴斯克文。,世界上有超過八十萬的人說巴斯克語。
日本大啲定英國大啲？,日本和英國哪個大？
佢想參加比賽。,他想參加比賽。
阿John大我兩歲。,John比我大兩歲。
塔夫斯大學係波士頓一間好出名嘅大學。,塔夫斯大學是波士頓一家十分有名的大學。
今日嘅朋友係聽日嘅敵人。,今日的朋友是明日的敵人。
我老豆唔飲酒唔食煙。,我爸爸既不喝酒也不抽菸。
佢哋喺辦公室度裝咗部自動販賣機。,他們在辦公室安裝了一臺自動販賣機。
大菌食細菌，細菌當補品。,不乾不淨，喫了沒病。
我好鍾意音樂，尤其係古典音樂。,我很喜歡音樂，尤其是古典音樂。
因為佢蕩失路。,因爲他迷路了。
一年四季，我最鍾意夏天，你呢？,一年四季，我最喜歡夏天，你呢？
王老吉唔係啤酒嚟㗎，係茶嚟㗎。,王老吉不是啤酒，是茶。
兩個答案都啱。,兩個答案都正確。
我愛上咗你。,我愛上了你。
如果你鍾意食海鮮嘅話，你就嚟啱地方喇！,如果你喜歡喫海鮮的話，你就來對地方了！
呢個係一句句子。,這是一個句子。
我覺得呢本書好有趣。,我覺得這本書很有意思。
我好中意佢，但系佢唔中意我。,我很愛她但是她不愛我。
当你中意既人唔中意你，点算？,當你愛的人不愛你怎麼辦？
你咩意思啊？,你是什麼意思？
你做紧咩阿？,你在幹嘛？
我冲完凉啦。,我洗完澡了。
你應該自己同老師講。,你應該自己跟老師說。
我阿爸阿媽成日為埋啲芝麻綠豆嘅嘢喺度嗌交，真係煩到死呀！,我父母整天都在為雞毛蒜皮的事情吵架，真是煩死人了！
個阿哥同個細佬一啲都唔似樣。,哥哥和弟弟的樣子一點也不像。
SFX 啫係咩呀？,SFX 是甚麼意思？
你舊年寫咗幾多張聖誕卡？,你去年寫了多少張聖誕卡？
佢連自己個名都唔識寫。,他連自己的名字也不會寫。
會議會喺東京舉行。,會議將在東京舉行。
你可唔可以幫手搵吓呀？,你可以幫忙找找嗎？
真㗎？佢係幾時走㗎？,真的嗎？他是甚麼時候走的？
我想講件怪事俾你聽。,我想告訴你一件怪事。
我屋企附近有一個好靚嘅公園。,我家附近有個漂亮的公園。
巴士站喺邊呀？,巴士站在哪裏？
我個銀包俾人偷咗。,我的錢包被偷了。
我俾人偷咗銀包。,我的錢包被偷了。
戰爭總係帶嚟不幸。,戰爭總是帶來不幸。
我哋可以回顧過去，但係唔可以改變過去；我哋可以改變未來，但係唔可以預知未來。,我們可以回顧過去，但不能改變過去；我們可以改變未來，但不能預知未來。
離呢到遠唔遠㗎？,離這兒遠嗎？
呢個公仔係咪你自己整㗎？,這個娃娃是你自己做的嗎？
我痾個尿，戴埋頸巾，就可以出發喇。,我小個便，帶好圍巾，就可以走了。
小心揸車呀。,請小心駕駛。
呢頂帽係咪你㗎？,這頂帽子是你的嗎？
離呢到遠唔遠㗎？,離這裏遠不遠？
你唔明。,你不明白。
你着短袖唔凍嘅咩？,你穿短袖衣不冷嗎？
我哋喺邊到集合呀？,我們在哪裏集合？
集合地點喺邊呀？,集合地點是哪兒？
佢喺到玩緊俄羅斯方塊。,他在玩俄羅斯方塊。
我真係頂唔順我班四廿幾歲嘅鄰居晚晚都喺到嘈喧巴閉。,我實在受不了我四十來歲的鄰居們每晚的高聲吵鬧。
我哋買咗兩本書。,我們買了兩本書。
慢慢嚟啦，唔急嘅。,慢慢來，不急。
唔該你去超級市場買啲生果返嚟吖。,請你去超市買些水果來。
嗰到曾經有一條橋。,那裡曾有一座橋。
佢唔鍾意食椰子味嘅嘢。,她不喜歡喫椰子味的東西。
你個三腳架喺我寫字樓到。,你的三腳架在我的辦公室裏。
我一路都喺到搵緊我個三腳架。,我一直在找我的三腳架。
點解我一路都學唔好英文嘅？,為什麼我一直學不好英語？
我唔係特登偷聽你哋講嘢㗎。,我不是故意偷聽你們說話的。
​我哋​嚟​自​世界​各​地，有​唔​同​嘅​文化​背景，講​唔​同​嘅​語言。但係，我哋​非常​團結，大家​都​有​同樣​嘅​目標。最​重要​嘅​係，我哋​都​渴望​榮耀​耶和華，耶和華​就係​聖經​所​講​嘅​上帝，佢​係​萬物​嘅​創造主。我哋​盡力​效法​耶穌基督，以​身​為​基督徒​為​榮。我哋​每​個​人​都​經常​付出​時間​幫助​其他人​認識​聖經​同​上帝​嘅​王國。由於​我哋​為​耶和華​上帝​同​佢​嘅​王國​作​見證，傳講​上帝​同​佢​王國​嘅​真理，所以​我哋​稱​為​耶和華見證人。,​我們​來​自​世界​各​地，有​不​同​的​文化​背景，説​不​同​的​語言。可是，我們​十分​團結，大家​都​有​同樣​的​目標。最​重要​的​是，我們​都​渴望​尊榮​耶和華，耶和華​就是​聖經​所​説​的​上帝，他​是​萬物​的​創造主。我們​盡力​效法​耶穌基督，以​身​為​基督徒​為​榮。我們​每​個​人​都​常常​花​時間​幫助​別人​認識​聖經​和​上帝​的​王國。由於​我們​為​耶和華​上帝​和​他​的​王國​作​見證，也​就是​向​別人​傳講​上帝​和​他​王國​的​真理，所以​我們​稱​為​耶和華見證人。
我哋應該照顧自己。,我們應該照顧自己。
你點去學校？,你怎麼去學校？
我哋要為個個買架車。,我們要爲每個人買一輛車。
你有無嘢想對我講呀？,您有什麼事想對我說嗎？
學生哋其中嘅一個今日冇嚟。,其中一個學生今天沒來。
講畀我聽你喺邊呀？,告訴我你在哪裡？
聽到呢單新聞我起晒雞皮，點解會有啲咁牙煙嘅嘢噶？,聽到這條新聞我直起雞皮疙瘩，怎麼會有這樣危險的事啊？
我哋兩個都咁高咁大喇。,我們兩個都差不多啦。
你唔通係牛皮燈籠？點極唔明㗎！,你難道是牛皮燈籠？老點不透的！
好大風。,風很大。
過咗幾耐啊？,過了多長時間？
尋日呢個鐘數你喺到做緊啲咩呀？,昨天這個時候你在做什麼？
佢有兩隻貓。,他有兩隻貓。
冇問題。,沒問題。
呢個公益協會收到咗第一筆捐款。,這個公益協會收到了第一筆捐款。
食得飯未呀？,可以喫飯了嗎？
咁你啫係嚟唔嚟嘅唧？,那你是來還是不來啊？
我唔會令你失望。,我不會讓你失望。
我爭啲唔記得咗。,我差點就忘記了。
她廿五歲嗰陣已經喺五個唔同嘅國家住過。,她二十五歲時已經在五個不同的國家住過。
我只能夠咁樣做。,我只能那樣做。
我有兩隻貓。,我有兩隻貓。
如果可以嘅話，我想環遊世界。,如果可能的話，我想環遊世界。
啫係話其他人只可以從你講嘅嘢嚟了解你同鍾意你。,這意味着其他人只能從聽你說的話來了解你和喜歡你。
我個女好鍾意跳繩。,我女兒喜歡跳繩。
黑色嗰個係我嘅。,黑色的那個是我的。
做得好！,做得好！
唔係淨返好多位咋，要報名就快喇。,尚餘少量名額，報名從速。
你走時，我哋都會掛住你嘅。,你走了，我們都會想你的。
一分鐘有六十秒。,一分鐘有六十秒。
我唔知。,我不知道。
嗰份工人工好高。,這份工作工資很高。
你喺學校學緊啲咩呀？,你在學校學些什麼呀？
阿Tom好鍾意一路聽歌一路做功課。,Tom很喜歡一邊聽歌一邊做作業。
請你篇文用英式英文。,請你這篇文章用英式英語。
我哋養咗兩隻狗，三隻貓同埋六隻雞。,我們養了兩隻狗、三隻貓和六隻雞。
日本人鐘意食吞拿魚。,日本人喜歡喫金槍魚。
學校會提供帳篷俾我哋。,學校會提供帳篷給我們。
我沖完涼之後飲咗啲汽水。,我洗完澡之後喝了點汽水。
我哋應該唔夠時間喺今日之內搞掂佢。,我們應該不夠時間在今天之內完成它。
佢喺張檯度。,他在那張桌子那裏。
你唔好去死？,你不如去死好了。
做人如果冇夢想，同條鹹魚有咩分別呀？,做人如果沒有夢想，那和鹹魚有什麼區別？
搞咩呀？,搞什麼啊？
蕾拉喺客房到瞓。,蕾拉在客房睡覺。
我哋㗎火車準時嚟到。,我們的火車準時來到。
聖誕節絕對係我最鍾意嘅節日。,聖誕節絕對是我最喜歡的節日。
我想再睇多次套戲。,我想再多看一齣戲。
唔知聽日天氣會點呢？,不知道明天天氣會怎麼樣呢？
我諗住買隻錶俾我個仔。,我想着買個手錶給我兒子。
唔好自己一個行返屋企。,不要自己一個人走回家。
佢唔係傻㗎。,他不是傻的。
佢冇講到關於佢嗰部分。,他沒說到關於他的那部分。
吓？,啊？
今日隔籬屋嗰個細路頭下腳上咁喺棵樹度跌咗落嚟。,今天隔壁家的小孩腳朝上地從樹上掉下來。
奇跡就係因為唔會發生，所以先叫做奇跡咖嘛！,奇蹟就是因爲不會發生，所以才叫奇蹟的嘛。
呢部琴應該都好多年冇調過音喇。,這臺琴應該好多年沒調過音了。
我哋逼咗入間細房度。,我們擠進了那間小房間裏。
係咪人嚟㗎，咁都做得出嘅？,還是不是人了，這都做得出來？
如非必要我都唔會搭的士。,如無必要我也不會打的。
佢係個好人。,他是個好人。
有隻雀仔痾咗篤屎落我阿姨架車到。,有隻小鳥拉了泡屎在我阿姨的車上。
個鐘每日都會快五分鐘。,那個鍾每天都快了五分鐘。
間房入面啲人我一個都唔認得。,房子裏面的人我一個也不認得。
六點之前好返屋企喇。,六點之前要回家。
我唔係想要老婆，我想搵個SP咋。,我不是想要老婆，我想找個炮友而已。
喺現今嘅社會，最難做到嘅嘢就係⋯⋯做返自己。,在現今的社會，最難做到的事情就是……做回自己。
「你幾時返嚟呀？」「睇吓天氣點先講啦。」,“你什麼時候回來呀？”“看一下天氣怎麼樣再說啦。”
我冇搵阿Tom幫手。,我沒有找Tom幫忙。
喺呢種情況之下，我地冇辦法成功。,在這種情況下，我們沒辦法成功。
我想介紹你俾佢識。,我想介紹你給他認識。
有錢人未必比窮人幸福。,有錢人未必比窮人幸福。
雞蛋係一打一打咁買嘅。,雞蛋是論打買的。
我絕對唔會將呢件事講俾人聽㗎。,我絕對不會將這件事告訴別人的。
我唔覺得佢自己一個人會做到。,我不覺得他自己一個人會做到。
Tom係我哥哥。,Tom是我哥哥。
你最好唔好講件事俾你阿爸聽。,你最好不要把這件事告訴你爸。
我冇車。,我沒有車。
架車撞咗埋牆。,那輛車撞到牆了。
你知唔知全世界每年有幾多人餓死呀？,你知不知道全世界每年有多少人餓死呀？
我瞓晏覺嗰陣發咗個怪夢。,我睡午覺的時候做了個怪夢。
我係左撓嘅。,我是左撇子。
我諗住下年去法國。,我想明年去法國。
聽日佢會喺月球降落。,明天他會在月球降落。
我等緊你幫我。,我等着你幫我。
佢係醫生嚟㗎。,他是醫生來的。
我冇讀過佢嘅小說，我阿哥都冇。,我沒有讀過他的小說，我哥哥也沒有。
原來阿Tom喺賊嚟嘅。,原來Tom是賊來的。
你隻襪穿咗一個窿呀。,你的襪子破了一個洞呀。
可唔可以麻煩你閂咗個窗佢呀？,可以麻煩你把窗關了嗎？
珠穆朗瑪峰嘅海拔有幾高？,珠穆朗瑪峯的海拔有多高？
有圖有真相。,有圖有真相。
我夏天冇冷氣會死。,我夏天沒有空調會死。
斯堪的納維亞而家已經唔興戴維京人嗰隻有角嘅頭盔㗎喇。,斯堪的納維亞現在已經不流行戴維京人那種有角的頭盔了。
你唔好嬲我啦，我咁做都係為咗你㗎咋。,你不要生我氣啦，我這麼做也是爲了你的。
我返嚟喇！咦？有人嚟探我哋呀？,我回來了！啊？有人來看我們嗎？
「下次喇。」佢講。,下次。他說道。
你搭的士去同行路去都無咩分別。,你乘出租車去和走路去也沒有甚麼分別。
我買咗部最高質素嘅電腦。,我買了一臺最高貭素的電腦。
你愛食飯冇?,你想喫東西嗎？
你愛食飯冇?,你要喫飯沒有？
三嘅三次方係廿七。,三的立方是二十七。
你估我唔想咩。,你以爲我不想嗎？
說話唔係咁講呀。,話可不能這麼說呀。
阿爸阿媽日日都去晨運。,爸爸媽媽每天都去晨練。
你唔好咁出爾反爾嘛！頭先話要去，而家話唔要喇，你到底去唔去呀？,你別這麼出爾反爾嘛﹗剛纔說要去﹐現在說不要了，你到底去不去啊﹖
阿Tom係我第一個男朋友。,湯姆是我第一個男朋友。
日本人每日食三餐。,日本人每天喫三餐。
我下個禮拜六得閒。,我下週六有空。
我想坐非吸煙區。,我想坐在無煙區。
十減二等如八。,十減二等於八。
我聽唔明同學講嘅粵語。,我聽不懂同學說的粵語。
迷你裙已經 out 咗啦。,迷你裙已經過時了。
呢個桶穿咗個窿。,這個桶有個洞。
我鍾意打網球。,我喜歡打網球。
英式英文嘅「to get the sack」啫係俾人炒魷魚噉解。,英式英語的「to get the sack」是被解僱的意思。
我搭火車去咗神戶。,我乘火車去了神戶。
係咪大家都做好晒功課喇？,大家都做了功課嗎？
太陽落緊山。,太陽下山了。
你最鍾意食咩甜品？,你最喜歡的甜點是什麼？
一九六零年代，美國興起民權運動。,一九六零年代，美國興起民權運動。
我哋一路飲茶一路傾，好冇呀？,我們邊喝茶邊談，好嗎？
我行唔慣遠路㗎喎。,我走不慣遠路。
呢個你可以自己keep返。,你可以把這個保留給自己。
與其話佢有智慧，不如話佢聰明。,與其說他有智慧，不如說他聰明。
呢個問題擺埋一邊先。,這個問題暫時放在一邊。
你想用呢支筆，我就借俾你啦。,你想用這支筆，我就借給你吧。
我哋喺間學校附近住。,我們住在學校附近。
佢保持住而家呢種速度溫書嘅話，考試合格絕對無問題。,他保持現在這種速度溫習的話，考試合格絕對沒問題。
佢個女朋友係日本人。,他的女朋友是日本人。
直率喺日本人嘅眼裏面並唔係一種美德。,直率在日本人的眼中並不是一種美德。
佢好有信心贏呢場比賽。,他很有信心贏這場比賽。
佢喺國際象棋比賽裏面攞咗冠軍。,他在國際象棋比賽中取得了冠軍。
我想學標準英文。,我想學標準的英語。
有時你需要一個人留住。唔係寂寞，但係享受只做自己嘅自由光。,有時候你需要一個人待著。不是寂寞，而是享受只做自己的自由時光。
佢起得比平時早。,他比平常早起了。
你個仔係唔係喺大學讀緊書？,你兒子在上大學嗎？
呢個故仔嘅女主角係一個細路女。,這個故事的女主角是一個小女孩。
唔好噪，我讀緊書。,不要吵，我在讀書。
同人哋握手嗰陣，一定要有眼神接觸。,和別人握手的時候，一定要有眼神接觸。
呢隻手錶有防震功能。,這手錶有防震功能。
佢篇英文作文無咩錯處。,他的英文作文沒有甚麼錯處。
千祈唔好自殺。,千萬不要自殺。
隻手污糟嗰陣千祈唔好捽眼。,手髒的時候千萬不要揉眼睛。
過咗三日我先知原來佢失咗蹤。,過了三天我才知道原來她失蹤了。
學生唔可以喺學校裏面食煙。,學生不得在校園範圍內吸煙。
我最唔鍾意數學。,我最不喜歡數學。
橫濱係日本第二大嘅城市。,橫濱是日本第二大的城市。
而家係朝頭早八點。,現在是早上八時。
你係咪真係鍾意我㗎？,你真的愛我嗎？
佢成日發奴騷。,他總是抱怨。
嗰度都唔係人住嘅。,那裏簡直不是人住的。
我要介紹阿Mary俾經理識。,我要向經理介紹一下Mary。
唔好咁擔心啦，如果唔係會甩頭髮㗎。,別太操心了，不然會掉頭髮的。
無論黑暗有幾遼闊，我哋都要提供自己嘅光。,不論黑暗如何遼闊，我們都必須提供自身的光明。
我對物理學一啲興趣都冇。,我對物理學完全沒有興趣。
在場嘅所有人都俾佢嘅演講感動咗。,他的演說感動了在場的每一個人。
啲人成日話唔好亂咁信啲謠言，但係講就容易做就難。,人們常說不要亂相信謠言，但說起來容易做起來難。
係人都知佢而家仲在生。,誰都知道他現在還在人世。
你哋今日晏晝得唔得閒呀？,你們今天下午有空嗎？
佢唔會爆出去嘅。,她不會泄露這個祕密。
你幾時去悉尼？,你什麼時候去悉尼？
我高過你三英寸。,我比你高三英寸。
佢係意大利歌劇迷。,她是意大利歌劇的粉絲。
中秋節要食月餅。,中秋節要喫月餅。
開始！,開始！
我哋呢度已經兩個禮拜冇落過雨喇。,這裏已經兩週沒下雨了。
我好憎佢頂帽。,我討厭她的帽子。
打我吖。,打我吧。
我睇咗佢本書。,我看了他的書。
佢覺得好好多喇。,她覺得好多了。
佢唔係詩人，係小說家。,他不是詩人，是小說家。
佢嘅要求如下。,他的要求如下。
有人話真理必勝。,有人說，真理必勝。
我住喺橫濱。,我住在橫濱。
你去嗰個超級市場，差唔多咩日用品都買到。,你去那個超級市場，幾乎甚麼日用品都買得到。
我已經有信封㗎喇。,我已經有信封了。
將呢啲物質撈埋一齊好危險㗎。,把這些物質混合起來是很危險的。
我聽日買畀你。,我明天給你買。
洗衣機係個好正嘅發明。,洗衣機是一個很棒的發明。
我喺度幫緊啲花淋水。,我正在給花澆水。
你最好唔好喺嗰啲地方度行嚟行去。,你最好別在那種地方走來走去。
佢喺道門前面行嚟行去，唔知入去好定唔入去好。,他在門前走來走去，不知道該不該進去。
你識唔識讀呢個漢字呀？,你會讀這個漢字嗎？
呢個只不過係個藉口。,這只不過是個藉口。
天花板穿咗個窿。,天花板上有洞。
個天花板上面有隻烏蠅。,天花板上面有隻蒼蠅。
佢哋擺明就係妒忌佢又有錢又有地位啦。,他們很明顯在嫉妒他的財富和地位。
個董事長喺公司有少少地位，就以為自己好巴閉。,那董事長在公司有點地位，就自以為很了不起。
悉尼噶空气比东京噶干净。,悉尼的空氣比東京的要乾淨。
我個銀行戶口冇錢淨。,我的銀行賬戶沒錢了。
我直程去佢度。,我直接到他那裏去。
我一食雪糕就會覺得好開心。,我一喫冰淇淋就高興。
我今日想出街，唔想留喺屋企。,我今天想外出，不想留在家中。
西班牙人最鍾意夜晚出街散吓步、唞吓涼。,西班牙人最愛在晚上外出散散步、乘乘涼。
問題係佢到底嚟定係唔嚟。,問題是她到底來還是不來。
我以前星期日成日同佢去打網球。,我以前星期天常常和他去打網球。
唔同國家有唔同習俗。,不同的國家有不同的習俗。
佢咩事都靠晒個老公。,她甚麼事也依賴老公。
你唔應該喺背後講人壞話。,你不應該在背後說別人的壞話。
呢本書我係買俾自己㗎，唔係買俾老婆㗎。,這本書我是買給自己的，不是買給老婆的。
佢哋講緊啲咩呀？,他們在說什麼？
佢哋講緊啲咩呀？,她們在說什麼？
佢哋講緊啲咩呀？,他們在說什麼？
呢朵花係黃色嘅，但係其他嗰啲全部都係藍色嘅。,這朵花是黃色的，但是其他全都是藍色的。
「哼，就算係噉呀，我個分咪仲係高過你多多聲！」「你講咩話？！如果我出盡晒力，你仲會係我對手咩？」,「哼，就算是這樣，我的分數還是比你高得多呀！」「你說甚麼？！如果我用盡全力，你還會是我的對手嗎？」
上個禮拜我細佬借咗十蚊俾我，我而家仲未還返俾佢。,上個星期弟弟借了十元給我，我現在還沒還給他。
我睇電視睇到厭喇。,我看電視看到厭煩了。
秘魯係南美洲嘅第三大國家，排喺巴西同埋阿根廷之後。,祕魯是排在巴西和阿根廷之後的南美第三大國家。
嗰座建築物會喺一年之內起完。,那座建築物會在一年內完工。
我覺得睇電視好嘥時間。,我覺得看電視很浪費時間。
我好耐冇見過佢喇。,我很久沒見過他了。
頂！瑞士啲火車乜都有嘅！,靠！瑞士的火車什麼都有！
同呢幅比起上嚟，嗰幅畫啲色靚好多。,和這幅比起上來，那幅畫的色彩鮮艷多了。
尋晚我冇刷牙就走咗去瞓覺。,昨天晚上，我沒刷牙就去睡覺了。
我支原子筆冇晒墨喇。,我的原珠筆沒墨了。
綠色好襯你。,綠色很適合你。
佢話佢係社會主義者，但係佢就有兩間屋同埋一架勞斯萊斯。,他雖然號稱自己是個社會主義者，但是其實他擁有兩套房子還有一輛勞斯萊斯。
我哋點先可以閘住戰爭呀？,我們怎樣才能停止戰爭？
嗰啲人做緊乜呀？,那些人在幹啥呀？
佢哋買咗架新車。,他們買了一輛新車。
你唔應該食太多雪糕同埋意大利粉。,你不該喫太多冰激淋和太多意大利麪。
佢唔喺廚房，亦都唔喺客廳。,她不在廚房裏，也不在客廳裏。
我除咗洋葱之外咩都食。,除了洋蔥我什麼都可以喫。
我聽日就死喇，所以後日唔得閒。,我明天要死了，所以後天沒空。
你隻錶準唔準㗎？,你的手錶準不準？
呢到唔俾影相。,這裏不準拍照。
我每朝早都會剃鬚。,我每天早上刮鬍子。
兩公婆應該得閒去浸溫泉，過吓二人世界。,兩夫婦應該閒時去浸溫泉，過過二人世界。
我哋嘅結論就係，個傳言係真嘅。,我們的結論就是，那個傳言是真的。
我同阿Tom都幾熟吓。,我和湯姆挺熟的。
你哋而家喺邊？,你們現在在哪兒呀？
媽咪買咗架新單車畀我。,媽媽給我買了一輛新的自行車。
所有動物一律平等，但係有啲動物比其他動物更平等。,所有的動物都是平等的，但是有的動物比別的動物更平等。
人生就好似踩單車咁，想保持平衡，就一定要不斷向前進。,人生就像騎單車一樣，要保持平衡就得不停地前進。
我聽日唔會喺呢度。,我明天不在這兒。
試身室喺邊㗎？,試衣間在哪裏？
我自願加入中國共產黨。,我自願加入中國共產黨。
你係個記者。,你是個記者。
聽講你有新女朋友喎。,聽說你有新女朋友了。
我高過你少少。,我比你高一點。
我唔鍾意你女朋友。,我不喜歡你的女朋友。
我唔鍾意你條女。,我不喜歡你的女朋友。
如果你喺到就好喇。,你要是在這兒就好了。
唔該畀塊被我。,請給我送一塊毯子。
佢又乜都想要，又唔肯付出。,一方面他想擁有所有，另一發面他又不願付出。
我阿叔住喺西班牙嘅首都馬德里。,我叔叔住在西班牙的首都馬德里。
我伯父住喺西班牙嘅首都馬德里。,我叔叔住在西班牙的首都馬德里。
我舅父住喺西班牙嘅首都馬德里。,我叔叔住在西班牙的首都馬德里。
我住喺米蘭。,我住在米蘭。
你識唔識騎馬㗎？,您會騎馬嗎？
啲噪音嘈醒咗我。,噪音把我吵醒了。
我睇住Tom入嚟。,我看到湯姆進來。
我有一隻牛。,我有一頭母牛。
無知就係敬畏。,無知即是敬畏。
佢做噉嘅事好蠢啊。,他那樣做很不明智。
佢基本上係時間嘅問題。,它本質上是一個時間的問題。
已經落咗兩日雨，我以為今日會好天啦，點知由朝到晚又落咗一日。,已經下了兩天雨了，我想今天大概要晴了，哪知道從早晨到晚上又下了一整天。
佢左右不分。,他不會分辨左右。
你係咪新同學啊？,你是新生嗎？
你係咪新學生嚟㗎？,你是新生嗎？
你係咪新嚟㗎？,你是新生嗎？
好似越嚟越難揾到好工嚕。,好工作似乎愈來愈難找了。
我使唔使即刻做㗎？,我必須立刻做嗎？
雖然結婚好正，但係唔使驚，係你嘅就係你嘅。,"結婚雖然是很美好的事,但是不要著急,該是你的就是你的。"
舊年夏天，我哋去咗北海道。,去年夏天我們去了北海道。
我自己學緊呢隻語言。,我是自學這門語言的。
聽講首相下個月就會辭職。,據傳總統下個月要辭職了。
聽講首相下個月就會落台。,據傳總統下個月要辭職了。
聽講總理下個月就會辭職。,據傳總統下個月要辭職了。
大熱天時，佢好憎打呔。,在炎熱的夏季他十分討厭打領帶。
Tom同Mary微笑緊。,湯姆和瑪麗正微笑着。
我信嗰個故事。,我相信那個故事。
諗下聽日。,請思考一下明天。
你識唔識騎馬㗎？,你會騎馬嗎？
狗糧好貴。,狗糧很貴。
你唔明。,你不懂。
佢去咗倫敦。,他去了倫敦。
我好想知道佢個名。,我很想知道她的名字
嗰條問題第一眼望落好似好易。,第一眼看起來，那個問題似乎很容易。
大學生應該為公義發聲。,本科生應該爲公義發一聲。
“我唔詐諦知咩係愛為大家，但係我可以講畀你知，我啱嚟講係乜野，愛係了解有人，重係期望同佢哋比其他任何人嘅，愛係佢哋夠嘅信任啱自己嘅冚唪唥，包括你可能會感到羞愧嘅事話畀知佢哋，愛係感覺同人嘅舒適埋安全，但係定係越來越弱嘅膝頭哥，佢哋行進一個房間，你嘅微笑行。“,“我不假裝知道什麼是愛每個人，但我可以告訴你，對我來說是什麼，是瞭解別人的愛，仍然希望與他們比其他任何人，愛他們足夠的信任對自己的一切，包括你可能會感到羞愧的事情告訴他們，愛的感覺與人的舒適和安全，但還是越來越弱的膝蓋，當他們走進一個房間，你的微笑走。“
我想用信用卡俾錢。,我想用信用卡支付。
我想用信用卡俾錢。,我想用信用卡付款。
我哋諗住晏晝去街。,我們想下午到街上去逛。
佢話嚟我度。,他說要到我這裡來。
呢間舖頭九點閂門。,這家店九點關門。
我做呢份工作唔係為錢而係為自己開心。,我做這份工作不是為錢而是為自己開心。
佢哋係我朋友。,他們是我朋友。
"人家點樣講,你就點樣做。",照你說的去做。
你講乜嘢呀？,你說什麼？
呢度行路去越秀公園要幾耐吖？,從這裡走路去越秀公園要多久？
你哋想食咩呀？,你們想喫什麼？
我唔記得咗我想講咩添。,我忘了我要說什麼了。
我發夢見到嘅係一個冇戰爭嘅、和平嘅世界。,我夢見的是一個沒有戰爭的、和平的世界。
月亮本身唔識發光㗎。,月亮不會自己發光。
因為佢尋日著咗好少衫，所以佢今日唔舒服。,因爲他昨天穿了很少衣服，所以他今天不舒服。
「點解今日你哋冇去爬山呀？」 「因為今日落雨，所以我哋冇去爬山。」,「為什麼你們今天沒有去爬山？」 「因為今天下雨，所以我們沒有去爬山。？」
如果聽日落雨嘅話，我哋就唔去爬山喇。,如果明天下雨的話，我們就不去爬山了。
如果冇新冠嘅話，我就去咗環遊世界喇！,如果沒有冠狀病毒的話，我就去環遊世界了！
我家姐为咗減肥日日做運動。,我姐姐為了減肥每天都鍛煉。
佢沊一聲跌咗落水。,他撲通一聲掉進了水裏。
我嘅廣東話好過我嘅普通話。,我的廣東話比我的普通話好。
老師叫我企起身。,老師叫我站起來。
唔好唔記得還返本書俾圖書館喎。,別忘了把書還給圖書館。
唔好一路食嘢一路講嘢！,別邊喫東西邊說話！
